id,name,level,description,knowledge,addInfo
2127,"Zashathal Head-Taker",,"The most devout and fervent subcommander in the xulgath forces is the fearsome zealot Zashathal Head-Taker. He has started to suspect that something is wrong with his leader, and the truth drives him into a dangerous fury. Rising almost a full head and shoulders above most other xulgaths, Zashathal is a proud and powerful warrior. He forgoes armor, and nearly all his skin is covered with scars from a life of violence. He has an impressive spiked crest in which he's burned Zevgavizeb's symbol, a twisted tentacle with talons. His cruel grin reveals a mouth of sharp teeth, and he wears bones taken from his fiercest foes. Alongside half a dozen siblings, Zashathal grew up in a calm headed by Deepmouth Kartakine, a high priest of Zevgavizeb for a whole clutch. Zashathal began making traditional xulgath art early, carving stories of Zevgavizeb into the bones left after meals. When Zashathal was an adolescent, his calm came under attack by a larger clutch who wanted its territory. Most of his calmkith were slain, including Kartakine. Zashathal killed over a dozen xulgaths from the attacking clutch, whose survivors spared and recruited him, naming him “Head-Taker.” As Sarvel Ever-Hunger began to gather forces for his assaults on the aeon towers, Zashathal clamored for a leadership position. He was rewarded with a role as hardscale, or subcommander, in a large clutch beneath Arskuva the Gnasher for an important mission: to destroy the aeon orb at the Marsh Stone Tower and guard the site until Sarvel's greater plan came to fruition. Believing Sarvel speaks the will of Zevgavizeb himself, Zashathal dedicated himself to the mission with a fervent intensity. Unlike many of the xulgaths in the clutch, Zashathal feels no discomfort around the fiends and aberrant monsters drawn from Gluttondark to aid their assault, and he is even on good terms with the terrifying, bat-like qurashith. From the beginning, the course of the mission confounded Zashathal. The orb atop the tower was long gone when the xulgaths arrived, and Zashathal is among those xulgaths who mistakenly believe the tower's defenders took it inside to better defend it. Zashathal was surprised when Arskuva ordered the troops to cease preparations to attack on the tower and instead begin assaulting a nearby human town. Zashathal was at least grateful for the chance at action, but he couldn't quite shake his confusion. Over the last several days, Zashathal has noticed more odd things about Arskuva. Where she previously conferred with him and the other hardscales, she now makes proclamations unilaterally. She was previously social, but now spends most of her time either alone or attended to by a single gug slave. She doesn't bother undercutting and bullying her hardscales either, something all xulgaths leaders must do to preserve their commanding positions. Even her smell is off. Her once-powerful stench has faded, becoming barely noticeable. For a time, Zashathal suggested that priests attend to Arskuva, but she turned them down and insisted on her solitude. Zashathal is strong and canny on a battlefield, but he is cautious and not very intuitive when out of his depth. Without understanding why Arskuva is acting oddly, he has been hesitant to challenge her leadership. Campaign Role When the heroes intrude on the xulgath camp, Zashathal calls on his most experienced warriors, singing praises to Zevgavizeb as he fights. Zashathal retreats to alert Arskuva if the heroes prove too powerful, and when he barges in on Arskuva and Helg together, he finally figures out that his leader is an undead puppet. Helg wastes no time in overpowering Zashathal and sending him away. Even though his leader is a sham and Helg's necromantic magic has weakened him, Zashathal is unwilling to give up Sarvel's sacred mission, and so he faces the heroes at the adventure's conclusion.",,""
2132,"Shraen Graveknight",Creature 15,"This creature did not include a description.","Undead  ( Religion ) : DC 34 Unspecific Lore : DC 32 Specific Lore : DC 29 ",
2160,"Hyrune Loxenna, Blood Lord Of Geb",Creature 15,"Hyrune had been a vampire for well over a century before he finally caught Geb's attention by exposing a sect of Nexian spies. Geb elevated him to the role of Blood Lord, stationed him atop one of the alcazars, and awarded him an additional holding—a hidden fortress below Mechitar called the Hanging Castle. Hyrune's investigation of this abandoned ruin is where he first came into contact with images of the Great Old One Orgesh, and the strange visions and inspirations he felt tested his faith in Urgathoa. He's come to believe that somewhere between Urgathoa and Orgesh there exists a shadowy amalgamation of the two gods of gluttony. Campaign Role Hyrune is this adventure's primary antagonist, and as such he's not expected to survive. If he does manage to escape, he could flee to Kemnebi's side and face the characters again. Once the characters learn that Hyrune has taken an interest in them, they might wish to Research him (see Research). Each of these in-depth Research checks take 4 hours of downtime to attempt.","Undead  ( Religion ) : DC 44 Unspecific Lore : DC 42 Specific Lore : DC 39 ",
2213,"Wild Hunt Horse",Creature 15,"These steeds stand upon puffs of air, their grassy manes and tails swishing majestically in the wind. When they are not participating in a hunt, wild hunt horses enjoy constructing complicated courses through land and sky and racing each other for ever-changing stakes.","Fey  ( Nature ) : DC 39 Unspecific Lore : DC 37 Specific Lore : DC 34 ","Although some believe the wild hunt is nothing more than legend, the riders of the wild hunt are real. Countless members of these fey compose the wild hunt—the term “wild hunt” refers to the family of creatures as a whole as well as to individual groups of these fey who gather to pursue their quarry. Wild hunt monarchs set the terms of each specific hunt, depending upon the prey and their own whims. The easier the prey, the more likely a monarch is to impose rules to make the hunt more entertaining, such as forbidding anyone but their hounds from injuring the quarry, or holding back their forces to give the target creature time to rest and recover. While most missions come from rumors gathered by a wild hunt monarch, monarchs occasionally consider proposals from the few who are brave and knowledgeable enough to seek them out. They accept tasks only from sources they deem worthy, and the payments they demand for their services vary significantly, though they have no interest in material wealth. Wild hunt monarchs take grave offense at unfavorable deals. Those who attempt to cheat a monarch often become the enraged fey's next target. ErastilThose who lack understanding or religious backgrounds sometimes mistake representations of the wild hunt as depictions of the god Erastil, but Erastil and his church have long fought against the capricious, often destructive effects the wild hunt can have on rural societies. Some believe that Erastil was the first Horned Lord in an ancient time, and that his heart and conscience caused him to step away from the role, leaving behind a son to take up that position; these beliefs are regarded as blasphemy by the church itself. Certainly, those who claim to worship Erastil in this light do not count any actual clerics among their number. Other Wild HuntsThe agents of the wild hunt presented here represent typical wild hunts, but rumors persist of other, much rarer fey of the wild hunt. Stories of shapeshifting wild hunt infiltrators, wild hunt trappers capable of transforming the terrain into hazards, and wild hunt warlords who stand taller than any other member of the wild hunt persist on certain remote worlds. Serving The EldestSome wild hunt bands serve specific members among the Eldest. These variant wild hunts always have the same abilities and statistics as those presented on these pages, but often bear minor physical changes to set them apart. For example, wild hunts that serve the Lantern King have eyes that shine with fiery light, as if a flickering lantern flame burned deep within their skulls. Surviving The HuntWhen one is marked by the wild hunt, there is often little that can be done to avoid their attention. Some stories give examples of fraught chases in which a hunted prey escapes the wild hunt through evasion and luck. The best way to simulate such an encounter is to use the chase rules. If you do so, it should be a long chase with DCs appropriately high to challenge PCs of 15th or higher level—the wild hunt is not intended to be a challenge that lower level PCs can hope to survive against, after all! The Horned KingAll fey of the wild hunt ultimately serve a legendary leader they refer to only as the Horned King. The Horned King's true nature is unknown, but its ability to command such powerful followers suggests that it is a fey on par with one of the Eldest (who themselves deny knowledge of such a creature's existence). The Horned King does not grant spells to clerics. When the Horned King calls, several wild hunts join into a legion and ride together against legendary opponents. This call is rare, however, and wild hunts are normally left to direct themselves or to serve other entities, such as the Lantern King."
141,"Ancient White Dragon",Creature 15,"The most feral and least intelligent of all the chromatic dragons, white dragons are brutish, predatory, and chiefly motivated by self-preservation. Nearly all other dragons look down on white dragons as hopelessly hotheaded and dull, though this does not make them any less dangerous—in fact, it may mean the opposite. It’s nearly impossible to treat with white dragons, not because they lack the capacity to do so, but because they just don’t care to. They are as difficult to deal with as they are quick to anger, and they become incensed at almost anything. When a white dragon does speak, it spews threats, inane jokes, and incoherent babbling as a prelude to attacking—and when the attack comes, it’s bloody and relentless. Thankfully, white dragons prefer very cold, remote locations that are far from people. Dwelling on glacial mountaintops or in ice caverns beneath forbidding tundra, they treat the lands around them as their own personal hunting grounds. They fly out to feed or terrorize other creatures, especially those who trespass near the dragon’s territory, then bring any treasure back to be displayed in icy niches in their lairs. They collect all kinds of valuables, with a slight preference for items with high utility—such as tools, trade goods, and fine food—over coins or jewels. The ability to shape ice lets white dragons rearrange their lairs exactly to their specifications, and they take great pride in how they’ve decorated their homes over the years.","Dragon  ( Arcana ) : DC 36 Unspecific Lore : DC 34 Specific Lore : DC 31 ","The most feral and least intelligent of all the chromatic dragons, white dragons are brutish, predatory, and chiefly motivated by self-preservation. Nearly all other dragons look down on white dragons as hopelessly hotheaded and dull, though this does not make them any less dangerous—in fact, it may mean the opposite. It's nearly impossible to treat with white dragons, not because they lack the capacity to do so, but because they just don't care to. They are as difficult to deal with as they are quick to anger, and they become incensed at almost anything. When a white dragon does speak, it spews threats, inane jokes, and incoherent babbling as a prelude to attacking—and when the attack comes, it's bloody and relentless.  Thankfully, white dragons prefer very cold, remote locations that are far from people. Dwelling on glacial mountaintops or in ice caverns beneath forbidding tundra, they treat the lands around them as their own personal hunting grounds. They fly out to feed or terrorize other creatures, especially those who trespass near the dragon's territory, then bring any treasure back to be displayed in icy niches in their lairs. They collect all kinds of valuables, with a slight preference for items with high utility—such as tools, trade goods, and fine food—over coins or jewels. The ability to shape ice lets white dragons rearrange their lairs exactly to their specifications, and they take great pride in how they've decorated their homes over the years.Dragon, ChromaticRelated Groups Dragon, Black, Dragon, Blue, Dragon, Green, Dragon, RedWhile there are many types of dragons, from the powerful planar dragons to the strange esoteric dragons, few dragon varieties are as well-known and as rightly feared as the chromatic dragons. Differentiated by the hue of their scales, each color of dragon unleashes its own flavor of murderous cruelty—be it by claw, tooth, or breath—and unlike most creatures, dragons only become more powerful as they age. Their lust for treasure, food, bloodshed, and control are legendary. Physically powerful with egos to match, these dragons are often morally depraved and act as criminal masterminds, vicious tyrants, or voracious raiders. Shape-Changing Dragons Some dragons can take humanoid form, allowing them to infiltrate settlements or influence others without revealing their true nature. They gain the following ability: Change Shape  [one-action]  (arcane, concentrate, polymorph, transmutation) The dragon takes on the appearance of any Small or Medium humanoid. This doesn’t change its Speed or attack and damage bonuses with its Strikes, but might change the damage type its Strikes deal (typically to bludgeoning). Chromatic Dragon Spellcasters Each type of chromatic dragon features a sidebar on spellcasting dragons of that type. To make a chromatic dragon spellcaster, remove the dragon’s Draconic Frenzy and Draconic Momentum abilities, and give it the spells outlined in its sidebar. You can swap out any number of these with other arcane spells, provided you keep the same number of spells for each level. You might also want to increase the dragon’s Intelligence or Charisma modifier by 1 or 2 to reflect its mastery of magic. Chromatic Dragons of Golarion The chromatic dragons that dwell around the Inner Sea region are cruel and sinister monsters who inspire as much fear as reverence. These terrible beasts are no mere myth, however, but a very real threat to the people with whom they share their lands. Most dwell in the wild places of the world, and only the most brazen of them regularly meddle in mortal affairs. The dragons of Golarion believe that they are descended from two original beings, Apsu and Tiamat, and their rich mythology attempts to explain the origins of the age-old war between chromatic and metallic dragons. Black dragons thrive in swampy wildernesses like the Mushfens in Varisia or the wrecked coastline now known as the Sodden Lands, while blue dragons prefer the sand-swept deserts of Thuvia and Osirion. Brutish green dragons roam the forests of the River Kingdoms in abundance and even the elven kingdom of Kyonin, particularly in the demon-tainted Tanglebriar. One of the most infamous red dragons, Aashaq, a wyrm priestess of the draconic god Dahak, makes her home among the isles of the Shackles, where she lords over her followers and leads raids throughout the Inner Sea region. White dragons, though they may be found in virtually any mountain range in Avistan, are perhaps most prevalent around the Crown of the World, where they threaten travelers caravaning across the Path of Aganhei."
283,"Demilich",Creature 15,"Demiliches are formed when a lich, through carelessness or by accident, loses its soul cage. As years pass, the lich's body crumbles to dust, leaving only the skull as the seat of its necromantic power. The lich enters a sort of torpor, its mind left wandering the planes in search of ever greater mysteries. The lich gradually loses the ability to cast spells and its magic items slowly subsume into its new form. Negative energy concentrates around the skull, causing some of its bones and teeth to petrify with power and turn into blight crystals. The resulting lich skull, embedded with arcane gemstones and suffused with palpably powerful magic, forms a creature called a demilich. Despite its near-constant state of inactivity, a demilich grows restless from time to time, especially when living creatures draw near. Only then does the demilich's hunger for life stir once more, causing it to lash out with terrifying bursts of power in attempts to consume vital energy. Unlike an ordinary lich, should the demilich's skull be destroyed, its bond to the world is permanently severed, although some theorize that even then it is not truly slain. Rather, some think that once the demilich is destroyed, its foul and tormented mind is finally free to wander the planes and find new ways to enact its will. For the short-lived common folk of the Material Plane, this is good enough, though eons later a demilich may reappear in the region it once inhabited with a new—and even more insidious—agenda.","Undead  ( Religion ) : DC 39 Unspecific Lore : DC 37 Specific Lore : DC 34 ","To gain more time to complete their goals, some desperate spellcasters pursue immortality by embracing undeath. After long years of research and the creation of a special container called a soul cage, a spellcaster takes the final step by imbibing a deadly concoction or casting dreadful incantations that transform them into a lich. While most undertake this drastic plan to continue their work or fulfill some long-term plan, others become liches because they fear death or to fulfill some malevolent purpose, such as long-sworn revenge. Regardless, the result is permanent and carries with it the potential to alter history—both that of those who transform themselves and of the countless mortals that will inevitably suffer as a result of a lich's new power. After its metamorphosis, a lich often finds some quiet place to dwell, typically protected by a variety of guardians and traps, for two primary purposes. First, a lich requires solitude in order to plan its elaborate schemes, and second, few mortals (if any) deign to interact with these legendarily corrupt necromancers. One reason begets the other, as the self-imposed isolation of a lich often drives the lich insane, further solidifying its separation from civilization. The longer a lich lives, the more meticulous a planner it becomes, secreting itself within a labyrinth of deadly puzzles, misdirection, and monsters. A lich's servants and guardians are absolutely loyal, either due to their nature (such as constructs or other undead) or as a result of compulsion using powerful magic. Many liches go mad, in time, and the nature of a lich's lair is a good indicator of the undead's current mental state. For all the protections it arrays around itself, a lich will go to greater lengths to guard its soul cage, as it knows that the destruction of this magical container spells doom for the lich. A lich is notoriously difficult to bargain with, though the threat of damaging its soul cage is a sure way to gain the upper hand in such a negotiation.Creating a LichA lich can be any type of spellcaster, as long as it has the ability to perform a ritual of undeath as the primary caster (which can usually be performed only by a spellcaster capable of casting 6th-level spells). To create a lich, follow these steps. Increase the spellcaster's level by 1 and change its statistics as follows. Increase spell DCs and spell attack roll by 2. Lich Abilities A lich gains the undead trait and becomes evil. Liches lose all abilities that come from being a living creature. A lich gains the following abilities. Darkvision Saving Throws +1 status bonus to all saves vs. positive Negative Healing Rejuvenation (arcane, necromancy) When a lich is destroyed, its soul immediately transfers to its soul cage. A lich can be permanently destroyed only if its soul cage is found and destroyed. Immunities death effects, disease, paralyzed, poison, unconscious Resistances cold 20, physical 15 (except magic bludgeoning) Frightful Presence (aura, emotion, fear, mental) 60 feet, DC 30 Hand of the Lich All liches have a hand unarmed attack that deals 1d8 negative damage for every 3 levels and inflicts a paralyzing touch. This attack has the finesse trait. Drain Soul Cage  [free-action]  Frequency once per day; Effect The lich taps into its soul cage's power to cast any arcane spell up to the highest level the lich can cast, even if the spell being cast is not one of the lich's prepared spells. The lich's soul cage doesn't need to be present for the lich to use this ability. Paralyzing Touch (arcane, curse, incapacitation, necromancy) A creature damaged by the lich's hand Strike must succeed at a Fortitude save against the lich's spell DC – 4. The creature becomes paralyzed for 1 round on a failure. On a critical failure, the creature is paralyzed permanently, falls prone, and seems dead. A DC 25 Medicine check reveals the victim is alive. Alternate Lich Abilities Although the abilities above are standard for a lich, you can create a more unusual lich by substituting any one of the following abilities for frightful presence, hand of the lich, Drain Soul Cage, or paralyzing touch. BestiaryBlasphemous Utterances (arcane, aura, enchantment, mental) 10 feet. The lich is accompanied by a constant echo of blasphemous murmurs and tainted whispers. A creature in the aura takes a –2 circumstance penalty to saves against mental effects and can't take actions that have the concentrate trait unless they succeed at a DC 10 flat check. Failing this check wastes the action. Cold Beyond Cold The lich's hand Strike deals cold damage instead of negative, and instead of being paralyzed, the target is slowed 2. A successful Fortitude save reduces this to slowed 1 (or negates it on a critical success). Dark Deliverance The lich has resistance to positive equal to its level. Siphon Life  [reaction]  Trigger The lich deals damage with its hand Strike. Effect The lich regains Hit Points equal to half the damage dealt. Void Shroud (aura, death, necromancy) 30 feet. The lich is surrounded by an aura of death, drawing forth souls to be consumed by the lich's constant hunger. Living creatures in the emanation take a –2 status penalty to saves against fear and death effects. In addition, any creature that starts its turn in the area gains the doomed 1 condition unless it succeeds at a Will save against the lich's spell DC – 4.Book of the Dead  Animate Cage The lich has placed their soul cage inside an animated object that fights fiercely to defend itself, or at the very least to elude capture. If the lich's body is destroyed, the lich can control this animated object directly, although they can't cast any spells while inside the vessel. The lich's body is often restored inside this object, being ejected from the animated object after 1d10 days in the normal manner for a soul cage. The animated object is usually at least 4 levels lower than the lich, but it doesn't engage in combat unless directly threatened or if the lich is in control of it. Aura of Rot (arcane, aura, necromancy) The lich is surrounded by pervasive, supernatural rot. Unattended food and drink within 30 feet of the lich immediately spoils. Anyone attempting to eat or drink within this area must succeed at a DC 5 flat check or become sickened 1 as the sustenance spoils before it can be ingested (ruining potions and other magical food and drink). Ordinary plants that remain within this aura for more than 1 minute wither and begin to die (depending on their size, this might take significantly longer). Familiar Soul The lich has an undead familiar (using the familiar rules, except it's undead instead of an animal). Instead of a traditional soul cage, this lich stores their soul in the body of their undead familiar. While doing so makes it significantly more vulnerable, the moment the lich's body is destroyed, it can take over the body of the familiar. After 1 hour, the lich can use this body to cast spells, assuming it has an appendage capable of making somatic components. After 1d10 days, the lich's body reforms as normal. Mask Death  [one-action]  (arcane, transmutation) The lich changes their appearance to look as they did in life. This effect lasts indefinitely, but if the lich takes damage, their rotten flesh beneath becomes visible until this ability is used again. Metamagic Alteration  (concentrate, metamagic) If the lich's next action is to Cast a Spell, they can alter it in one of two ways. Increase the range of that spell by 30 feet (giving it a range of 30 feet if it's a touch spell).Alternatively, the lich can change the area of the spell if the spell has an area and doesn't have a duration. If the spell is a burst with a radius of at least 10 feet, increase the radius by 5 feet. If it is a line or a cone that has an area of 15 feet or smaller, add 10 feet to the area. Pillage Mind  [reaction]  (arcane, divination, mental) Trigger The lich deals damage with their hand Strike; Effect The lich pulls a memory or thought from the target's mind. The lich Recalls Information with a skill of their choice, using the target's bonus with the skill instead of their own. If there's a very specific piece of information the lich hopes to uncover, and the target knows that information, the target can attempt a Will save to keep it secret. On a critical success, the target can give the lich faulty information instead. Steal Soul  [reaction]  (arcane, evil, necromancy) Trigger A creature dies within 30 feet of the lich; Effect The creature must attempt one final Fortitude save. On a failure, the lich siphons the soul from the dying creature, storing it in a black mote of energy that orbits the lich's skull. The creature can't be brought back from the dead while its soul is trapped in this way. Once per day, as a single action, the lich can consume a mote to heal a number of Hit Points equal to double the soul's level. This utterly destroys the soul, making the creature impossible to bring back to life without a wish, miracle, or similar magic. The lich can have a number of motes orbiting them equal to their Charisma modifier (to a minimum of one mote); if the lich gains an additional mote, the oldest one is released, its soul free to travel to the afterlife. Unholy Touch The lich's touch is suffused with evil, dealing evil damage instead of negative. On a critical hit, the target also takes persistent evil damage equal to half the lich's level."
408,"Wemmuth",Creature 15,"Fertilized by large quantities of spilled blood, such as that found on bloodstained battlefields or in the war-torn regions surrounding besieged cities, wemmuths are vile swaths of vines that draw sustenance from mortal suffering, lapping up blood like water. Possessing a rudimentary intelligence and an unquenchable thirst for blood, wemmuths lie in wait for most of their lives, growing to incredible size in the bloody soil of their grisly homes. Though the vines that comprise a wemmuth’s body are scarcely thicker than rope, a single adult wemmuth system consists of 6 tons of vines, enough to stretch for 6,000 feet if stretched from end to end in a single straight line. Wemmuths never orient themselves this way, however, instead preferring to wrap themselves into massive mounds approximately 15 feet across and equally thick. Although wemmuths are often spotted lazing about, the scent of blood is enough to whip one into a violent frenzy. The creature condenses its entire mass into a sphere of sharp thorns and lashing vines, resembling a hateful tumbleweed the size of an elephant. Wemmuths commonly dig up massive boulders or entire trees from the ground and incorporate them into their rolling mass, using these objects to bolster their defense against many forms of attack or hurling them at faraway foes with terrifying precision. Some speculate that wemmuths are a form of diabolical corruption let loose upon Golarion by House Thrune of Cheliax, perhaps as a scorched earth tactic against their rivals. Influential nobles from Nirmathas and Molthune both point fingers at one another for the wemmuth’s creation, Nirmathas citing Molthune’s close ties to Infernal Cheliax and Molthune blaming the primal magic commonly employed by Nirmathas’s many druids and rangers. Several Varisian tales describe creatures closely matching the wemmuth’s description attempting to apprehend a famous folk trickster, while crusaders from Mendev adhere to the belief that the wemmuths were a blight unleashed upon Golarion by Deskari, former demon lord of locusts, before his defeat at the hands of mortal heroes.","Plant  ( Nature ) : DC 34 Unspecific Lore : DC 32 Specific Lore : DC 29 ",
475,"Soulbound Ruin",Creature 15,"Those who tread in ruined places sometimes speak of a sense that a supernatural presence is there alongside them, as if the spirits of the dead were watching intently. Such presences can be very real, often taking the form of ghosts or other shades of undead that cannot let go of their attachment to the Material Plane. But sometimes, instead of manifesting as distinct spirits, the souls of the dead infuse the very stone and mortar around them. When enough souls attach themselves to a single place—be it a home, crypt, or castle—it can take on a life of its own, becoming a soulbound ruin.","Construct  ( Arcana ,  Crafting ) : DC 34 Undead  ( Religion ) : DC 34 Unspecific Lore : DC 32 Specific Lore : DC 29 ",
483,"Immortal Ichor",Creature 15,"An immortal ichor is an intelligent mass of blood from a dead evil deity. The cultists who perform the ritual to create immortal ichor typically seal up the sentient ooze in an underground or remote chamber that blocks its magical abilities, but over time these seals break or weaken, freeing the unholy monster.","Ooze  ( Occultism ) : DC 39 Unspecific Lore : DC 37 Specific Lore : DC 34 ",
538,"Marut",Creature 15,"A marut is tasked with hunting mortals who cheat death by artificially extending their lifespans. This includes those who seek undeath, such as liches and vampires, but also includes those who use powerful magic to cling to their youth, use divination to discover and avoid an appointed death, or call too often on the power of resurrection. Once the marut has selected its target, the inevitable pursues its quarry without surcease or deviation until either it or the target is dead. Maruts seem to be carved from stone and clad in golden armor, yet they move with the deliberate grace of a creature made of flesh and bone. A marut never rushes, but its thunderous footfalls are relentless as it pursues its target. Though able to speak any language, the marut is taciturn even among inevitables.","Monitor  ( Religion ) : DC 34 Unspecific Lore : DC 32 Specific Lore : DC 29 ","Aeons have always been the caretakers of reality and defenders of the natural order of balance. Each type of aeon takes on some form of duality in its manifestation and works either to shape the multiverse within the aspects of this duality in some way, or to correct imbalances to the perfect order of existence. Aeons can bring weal or woe when they appear in a region, and their machinations can raise a nation, raze it, or restore it from ruin. Their reasons are their own, and they rarely share their motivations with others— they simply create the results they insist through their strange envisioning communication are necessary to maintain the balance of the multiverse. As a result of recent shifts in reality, aeons have begun to reassert a presence in the perfect planar city of Axis. To the aeons, this is merely the latest in a recurring cycle, albeit one that mortals have not yet borne witness to. Once regarded as an independent faction, the living machines known as inevitables are now revealed as having been agents of the aeons all along, and while inevitables have their own shared themes and features, they are very much living but constructed manifestations of the aeons’ war against imbalance—particularly with regard to how this war is waged against the forces of chaos. Aeons have a name for this cyclic return, in which they welcome the industrious axiomites back to their fold and bring the inevitables once again under their control: the “Convergence.” At the onset of the Convergence, a council of pleroma aeons appeared in the Eternal City of Axis, where they revealed that axiomites were wayward aeons, split off long ago to pursue the act of creation. With the latest cycle of change it was time for the axiomites and their creations, the inevitables, to rejoin the aeon cause. While most axiomites and inevitables fell in line, realizing perhaps on a fundamental level of reality that what the aeons said was the truth, some refused to heed the call and waited for the wrath of the aeons — but that wrath has yet to come. The dual-natured aeons have responded to those who have declined in confusing ways. With some they treat and even bargain, while a handful of others they have destroyed, and a few have been exterminated by the axiomites and allied inevitables. But most of these quiet insurgents they leave alone, allowing these axiomites to continue to create in peace and the inevitables to continue with their duties. How—or if—this Convergence will end is as little understood as the aeons themselves. Aeon DivinitiesWhether the aeons serve an actual divinity, a philosophical concept, or merely a “supreme oneness” is a topic hotly debated by planar scholars. The aeons themselves are silent, referring to this being or concept as the Monad, a “condition of all.” Regardless of what the Monad actually is, there certainly exists another category of powerful aeons—the primal inevitables, each a unique demigod with its own powers and goals. Relatively few primal inevitables remain today, for nearly three-quarters of their irreplaceable kind have fallen in the endless battle with the inexorable forces of entropy. Other AeonsAeons are among the least understood of the Great Beyond’s immortal creatures, and they have a wide range of powers and abilities. Far more aeons exist than those presented here, including guardians of time like the four-armed bythos and the weirdly symmetrical theletos, which moderates the duality between freedom and fate. Paradox and UnityTo mortals, aeons sometimes seem to combine elements that are fundamentally incompatible, whether it's an aeon combining opposing concepts, or axiomites and inevitables mixing the organic with the mathematical or mechanical. Aeons see no paradox in this, but rather claim it is an expression of the underlying unity of all things."
720,"Shoal Linnorm",Creature 15,"Shoal linnorms occupy rocky shoreline shallows and slither along lonely coastlines. While they do not intentionally seek out large settlements, these linnorms nonetheless beleaguer fishers headed out from small coastal towns, and they may even follow skiffs back to their home port to appraise the town's defenses and plan a raid. Shoal linnorms tend to hunt large prey, both underwater and on land. Their preferred quarries includes giant squid and grizzly bears—meals rich in fat, which the linnorms metabolize into the fiery steam that courses through their veins.","Dragon  ( Arcana ) : DC 36 Unspecific Lore : DC 34 Specific Lore : DC 31 ","Immense, primeval dragons of the northern reaches of the world, linnorms hate those they deem to be lesser creatures and seek to inflict as much suffering as possible upon their unfortunate victims. While these serpentine monstrosities might not be the powerful winged dragons most imagine, they nonetheless possess incredible strength and deadly powers that often rival authentic dragon brutality. Death CursesThe death curses of the linnorms are often the subjects of tragic sagas, and those who would think themselves vanquishing heroes for slaying a linnorm often meet their dooms soon thereafter, succumbing to these curses well after the death of the linnorm responsible for bestowing it. First World ConnectionsLinnorms have a deep connection to the First World, the primordial home of the fey. While linnorms typically won't think twice before devouring a gnome or other fey, they do have an unusual respect for wielders of powerful primal magic. The only way to cow a linnorm, according to common wisdom, is to remind it that there are forces of nature even stronger than itself. Linnorm KingsIn the storied Lands of the Linnorm Kings, the slaying of a linnorm is traditionally required for those who would claim a nation’s crown. Recently, though, the Linnorm King White Estrid claimed her crown not by slaying a linnorm but by beating it into submission, gaining a powerful and dangerous ally to help secure her rule. Linnorm LegendsCreatures as powerful as linnorms tend to spawn stories of their own, accurate or not. Critical failure on a check to Recall Knowledge on linnorms might suggest that you can avoid a linnorm's death curse by closing your eyes as you deliver the fatal blow, or that rubbing poison oak on yourself can ward off a linnorm's attention. Linnorm TreasureAs with true dragons, linnorms tend to amass immense piles of treasure in their lairs. These hoards consist of the weapons, gear, and belongings of would-be vanquishers more often than minted coins or works of art. Newborn LinnormsAlmost all linnorms lead solitary lives; they are too reprehensible for even their own kind to tolerate for any length of time. Most species do not even meet to reproduce; rather, female linnorms usually deposit a solitary egg in a remote location, which a wandering male linnorm then fertilizes and places in a nook suitable for incubation. Newborn linnorms range in size from that of adult crocodiles to full-grown bulls, and their growth is rapid. Even a juvenile linnorm is strong enough to wreak havoc on a small settlement— though most don't dare to commit such audacious pillaging, for fear of evoking the anger of another, larger linnorm in the area. Other LinnormsLinnorms exist in a variety of forms beyond the four detailed here. The gaunt cairn linnorm, the spiny taiga linnorm, and the aquatic fjord linnorm each terrorize their own specific regions of the Material Plane. Rarer LinnormsWhile the linnorms presented here and in the first Bestiary constitute the majority of these creatures, others exist, particularly in the remote regions of the First World. It may be that these rare linnorms simply find the Material Plane too constraining for their might!"
728,"Marrmora",Creature 15,"On the First World, marrmoras dwell in ruined wildlands perpetually scourged by fire and rarely, if ever, travel elsewhere. When a wildfire devastates a wilderness region on the Material Plane and results in the death of other fey, marrmoras can be drawn across the planar boundary to revel in the resulting destruction. They seek to reignite the fires that beckoned them, to gather up and feed upon the charred remains of those who perished within (particularly the bodies of dead fey), though they do grow homesick if they spend too much time away from the First World. They are burdened by a capricious but persistent rage and are unfailingly cruel. While they are capable of negotiation and intelligent interaction, they almost never bargain in good faith and typically interact with others only as a means to more efficiently spread their fiery devastation. A marmorra's twisted appearance evokes the look of an arboreal whose bark has been burnt down to charcoal. They have nearly featureless faces and hands ending in long, sharp claws. Their broken flesh looks like charcoal-burnt wood, riddled with cracks that still glow with an unwholesome heat. They trail ash wherever they walk, and wisps of smoke curl off of their bodies. Though marrmoras enjoy the sight of any woodland and its inhabitants roasting in the flames of their carefully curated fires, there is little that brings more pleasure to a marrmora than the sight of good-aligned plant creatures cooking to a crisp.","Fey  ( Nature ) : DC 34 Unspecific Lore : DC 32 Specific Lore : DC 29 ",
739,"Neothelid",Creature 15,"This gigantic, mauve worm has a hooked mouth with multiple circular bands of teeth and four barbed tongues. A wielder of terrible occult powers and a vast alien intellect, the neothelid serves the ageless horrors that dwell in strange dimensions beyond known reality—the Outer Gods and Great Old Ones of the Elder Mythos. Neothelids pass down these mysteries to the eerie wormlike creatures they spawn and create in preparation for a future where the worms below shall rule—a time when all other life is nothing more than food.","Aberration  ( Occultism ) : DC 36 Unspecific Lore : DC 34 Specific Lore : DC 31 ",
